,宣传平台,活动分类,组织名称,联系方式,活动类型,具体活动,活动链接,针对用户群体,活动时间,活动频率,活动场地,活动价格,活动收藏量,浏览量
69,活动行-生活,手工,,,#DIY#扎染,5.9 迷波隆扎染DIY：染出一个独具个人特色的帆布包，背出去再也不怕撞包啦！,https://www.huodongxing.com/event/7595735181200?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月09日14:00,,广东深圳福田区中康路中康创业园6002 艺饶画室(上梅林地铁站),,,456
70,活动行-生活,手工,,,,百万美食博主朱莉教你来做菜,https://www.huodongxing.com/event/5596827479300?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月15日10:00,,广东深圳福田区百花二路与无路交叉口物质生活书吧,,,313
71,活动行-生活,手工,,,,【深圳校区】时尚饰品设计workshop报名|经典工艺技能与新材料的尝试，带你体验时尚手工DIY的乐趣！,https://www.huodongxing.com/event/8590463745300?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月10日10:00,,广东深圳高新南九道99号A8音乐大厦2302室FA孚爱国际艺术(深圳分校区),,,389
72,活动行-生活,手工,,,#免费活动#亲子手工,【六一活动】仿生机器人环球拉力赛,https://www.huodongxing.com/event/3598710975000?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月30日09:30,,广东深圳龙岗区黄阁路234西90米天安数码城T4(东门),,,751
73,活动行-生活,手工,,,,【深圳校区】时尚饰品设计workshop报名|从皮革与其他材料的结合使用中探索人体与皮革之间的交流,https://www.huodongxing.com/event/4597241603100?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月22日10:00,,广东深圳高新南九道99号A8音乐大厦2302室FA孚爱国际艺术教育(深圳中心),,,175
74,活动行-生活,手工,,,#开源硬件#原型搭建#创意验证,5月，拥抱开源的最佳途径,https://www.huodongxing.com/event/7592341787300?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月22日09:30,,广东深圳南山区仙茶路与兴科路交叉路口南侧(万科云设计公社)万科云设计公社B区,,,455
75,活动行-生活,手工,,,,520，用包包将我们的美好定格下来！【皮具手作坊】,https://www.huodongxing.com/event/8598275723200?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月22日14:00,,广东深圳福田区白石路与红树林路交叉路口往北约100米(人才园)简阅书吧,,,141
76,活动行-生活,手工,,,#蛋糕#521#交友,【活动招募】蛋糕DIY，521甜蜜“糕”事情,https://www.huodongxing.com/event/6597696529100?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月21日19:30,,广东深圳南山区南新路1119号南园村邦舍公寓1栋2楼书吧,,,99
77,活动行-生活,手工,,,,造就自我的芬香世界,https://www.huodongxing.com/event/8591692301900?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月01日14:00,,广东深圳龙岗区坂田街道布龙路562号几友工坊天台,,,491
78,活动行-生活,手工,,,#艺术#创作,#3.5 - Daily：日常的胡诌「公共实验创作计划」,https://www.huodongxing.com/event/2599420852900?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月29日13:30,,广东深圳福田区彩田路大中华国际金融中心宏艺空间,,,123
79,活动行-生活,手工,,,,花的五月宴会,https://www.huodongxing.com/event/8592645565100?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月15日19:00,,广东深圳龙岗区坂田街道杨美社区布龙路562号几友工坊(易达园),,,227
80,活动行-生活,手工,,,#手作皮具,Fun制皮具 “革”调生活,https://www.huodongxing.com/event/9591492987100?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月10日14:00,,广东深圳南山区沁园路4589号人才研修院内人才书吧,,,117
81,活动行-生活,户外出游,,,,【深圳丨6.12周六下午】cp11.0线上互选配对，我们来谈场7天的恋爱吧,https://www.huodongxing.com/event/1600563314600?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e5%88%97%e5%9b%be%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月12日14:30,,广东深圳报名成功后请联系组织者微信，统一发活动通知,,,385
82,活动行-生活,户外出游,,,#手冲咖啡#社交活动#桌游社交,深圳福田社交活动｜手冲咖啡体验课（边喝+边玩认识新朋友）,https://www.huodongxing.com/event/6600434554612?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e5%88%97%e5%9b%be%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月21日08:00,,广东深圳福田区福华路350号岗厦皇庭大厦L1层十日谈(皇庭中心店),,,102
83,活动行-生活,户外出游,,,#徒步,晚风轻拂，湖光闪耀，6.9漫步人才公园迷人的夜色里,https://www.huodongxing.com/event/1600867541500?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月09日19:00,,广东深圳后海地铁站-G口,,,104
84,活动行-生活,户外出游,,,#深圳湾,（特价）每周末徒步深圳湾：观红树林，边逛边聊,https://www.huodongxing.com/event/6596367224512?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月12日16:00,,广东深圳深圳湾公园地铁站-D2口,,,321
85,活动行-生活,户外出游,,,,【与花为伴】荷兰风情小镇，童话般的花花世界（深圳活动）,https://www.huodongxing.com/event/8596371142912?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月12日16:00,,广东深圳荷兰花卉小镇正门,,,155
86,活动行-生活,户外出游,,,,周末相约香蜜公园，来一场草地狼人杀活动（深圳单身活动）,https://www.huodongxing.com/event/6597872834400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月12日15:00,,广东深圳福田区农园路30号香蜜公园,,,64
87,活动行-生活,户外出游,,,#户外#运动#健康,蛇口｜国际外语交流户外俱乐部,https://www.huodongxing.com/event/4586705074400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月15日13:30,,广东深圳南山区蛇口望海路1128号海上世界F1Snake Pit(海上世界店),,,1324
88,活动行-生活,户外出游,,,#户外#爬山#交友,【HUG爬山】逃离闹市车水马龙，和绿水青山来场约会吧,https://www.huodongxing.com/event/3598317374512?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月23日09:30,,广东深圳福田区塘朗山公园,,,145
89,活动行-生活,户外出游,,,,【中国最美八大海岸线之一】端午天天发团：东西冲穿越+天文台海天栈道,https://www.huodongxing.com/event/6594497351212?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月11日08:00,,广东深圳大鹏,,,41
90,活动行-生活,户外出游,,,#惠州桑洲岛#帐篷露营#海边烧烤,2天游【端午节】惠州桑洲岛沙滩露营、海边烧烤、帆船出海、SUP花样划浆板、荧光音乐晚会、快艇冲浪、海上日出晚霞,https://www.huodongxing.com/event/6601347044412?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月12日08:30,,广东深圳莲花北地铁站-B口,,,8
91,活动行-生活,户外出游,,,,爆款【最美山海径】周六、周日 |徒步海角山脉，最美海岸线，登顶大雁顶，打卡《美人鱼》拍摄地~,https://www.huodongxing.com/event/2596796718912?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月15日07:30,,广东深圳杨梅坑新东路海滨浴场旁杨梅坑,,,136
92,活动行-生活,户外出游,,,#无敌海景#聚会交友#亲子旅游,聚会交友每周末及节假日中国最美海岸线东西冲穿越 寻梦者户外,https://www.huodongxing.com/event/2597396125312?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月15日08:00,,广东深圳深大北门,,,137
93,活动行-生活,户外出游,,,#湾仔沙滩#星空露营#烧烤篝火,2天游【端午节】惠州湾仔沙滩星空露营、彩石滩摄影、海边烧烤、荧光音乐晚会、篝火、烟花、踏浪、赶海、游泳、醉美海上日出,https://www.huodongxing.com/event/7601351998600?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月12日09:30,,广东深圳白石龙地铁站-B1口,,,8
94,活动行-生活,户外出游,,,#深圳#海岸线#盐田栈道,端午天天发团【盐田海滨栈道】漫步盐田海滨栈道，打卡精华段10公里绝美海岸线！,https://www.huodongxing.com/event/7594497115812?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月12日08:00,,广东深圳盐田,,,84
95,活动行-生活,户外出游,,,#户外#社交#交友,6.13 迷波隆赶海：钓不到鱿鱼，我就不信我捉不到海鲜！海绵宝宝我们去捡派大星吧！,https://www.huodongxing.com/event/5601063293100?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月13日12:30,,广东深圳大鹏七星湾游艇会附近海滩,,,61
96,活动行-生活,户外出游,,,#度假#露营#社交,6.12-6.13 迷波隆帐篷露营度假：星空下，牧场里，喝点啤酒看电影，还送对象看咨询,https://www.huodongxing.com/event/1601061097900?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月12日14:30,,广东深圳大鹏新区鹏飞路310号,,,64
97,活动行-生活,户外出游,,,#潜水#摄影#户外,【南澳1日游】天天发团南澳柚柑湾快艇出海+珊瑚潜水带你探秘神秘的海底世界+大鹏古城/较场尾休闲1日游,https://www.huodongxing.com/event/1597005603500?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月15日09:00,,广东深圳深大地铁站-A2口,,,266
98,活动行-生活,户外出游,,,#露营#帆船#降板,每周六【桑洲岛2天】海岛KTV、荧光晚会、SUP花样浆板、帆船出海、星空露营可升级公寓,https://www.huodongxing.com/event/7597723596212?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月15日08:00,,广东深圳洪浪北地铁站-B口,,,94
99,活动行-生活,户外出游,,,,【最美七娘山】周六、周日 |打卡深圳最美山峰、行摄山海间、叹无敌海景~美爆了！炸裂了！,https://www.huodongxing.com/event/4596796387512?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月14日07:30,,广东深圳地质公园路1号附近七娘山,,,120
100,活动行-生活,户外出游,,,,【秘境深圳丨东西冲海岸线】每周六、日出发： 穿越东西冲——赏中国十大最美海岸线之一,https://www.huodongxing.com/event/8596800368112?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月15日07:30,,广东深圳龙岗区大鹏半岛最南端东冲西冲,,,66
101,活动行-生活,户外出游,,,,CITY WALK 每周深圳湾徒步，行走城市间，不在远方的旅行,https://www.huodongxing.com/event/2592925294100?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月22日19:30,,广东深圳深圳湾公园地铁站-D2口,,,330
102,活动行-生活,户外出游,,,,【山海奇观大雁顶】每周四周六周日：漫步杨梅坑，登大雁顶，打卡《美人鱼》拍摄地,https://www.huodongxing.com/event/4589453808400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月13日07:30,,广东深圳龙岗区杨坑,,,724
103,活动行-生活,户外出游,,,,【周四六日】全国景点Top10的“深圳红桥”，4000m红色长廊惊艳全城！最美深圳湾海滨绿道，观跨海大桥~,https://www.huodongxing.com/event/7591217529900?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月27日07:00,,广东深圳盐田区海滨绿道,,,625
104,活动行-生活,户外出游,,,,【盐田海滨栈道】每周六、日漫步盐田海滨栈道，打卡精华段10公里绝美海岸线！,https://www.huodongxing.com/event/7590399015500?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月20日07:30,,广东深圳盐田,,,586
105,活动行-生活,户外出游,,,,【最美七娘山，特价128元】周六、周日 |打卡深圳最美山峰、行摄山海间、叹无敌海景~美爆了！炸裂了！,https://www.huodongxing.com/event/9589782187900?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月13日07:30,,广东深圳地质公园路1号附近七娘山,,,433
106,活动行-生活,户外出游,,,,【男生满员，女生可报2人】单身旅游-5.2-3号情定惠州桑洲岛！浮潜/星空露营/野炊/交友party，共赴“五一”浪漫激情之旅！,https://www.huodongxing.com/event/7593997655400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月02日08:00,,广东深圳上梅林地铁站-A口,,,1318
107,活动行-生活,户外出游,,,,五一徒步盐田海滨栈道，深圳最美蓝色海岸线,https://www.huodongxing.com/event/5595079852212?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月01日10:00,,广东深圳盐田港西地铁站-B1口,,,740
108,活动行-生活,户外出游,,,#徒步,4月11日徒步海景公园，遇见东部蔚蓝大海，打卡灯塔图书馆、海山艺术塔,https://www.huodongxing.com/event/7592523293400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月11日14:30,,广东深圳海山地铁站-B口,,,564
109,活动行-生活,户外出游,,,,5月3日徒步龙园，观赏龙雕，漫步龙河，留影回龙桥，感受龙文化气息,https://www.huodongxing.com/event/4595389274400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月03日14:30,,广东深圳龙城广场地铁站-D口,,,528
110,活动行-生活,户外出游,,,#徒步#赏荷,小荷才露尖尖角，初夏荷美正当时，5月22日洪湖公园徒步赏荷,https://www.huodongxing.com/event/9597803251400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月22日16:30,,广东深圳罗湖区文锦北路2023号洪湖公园-东大门,,,196
111,活动行-生活,户外出游,,,#徒步,6.5游览文博宫、文谷，穿越宏伟“宫廷”大街和浪漫欧洲小镇,https://www.huodongxing.com/event/2600546546600?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月05日16:00,,广东深圳长龙地铁站-A口,,,125
112,活动行-生活,户外出游,,,#单身旅游#周边游#单身交友,满员【单身旅游】 6月5-6号台山那琴半岛、梅家大院浪漫之旅“ 奇石叹风景，大院忆往昔”,https://www.huodongxing.com/event/2596841983000?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月05日08:00,,广东深圳深圳地铁4、9号线上梅林站A出口,,,769
113,活动行-生活,户外出游,,,,4月24日徒步坪山中心公园，山野溪流，游湖踏青，感受都市中的宁静,https://www.huodongxing.com/event/6592765194300?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月13日11:30,,广东深圳915路; 939路; 963路; B760路; M293路; M325路; M440路; M479路; M497路; M497区间线; m497路坪山中心公园,,,655
114,活动行-生活,户外出游,,,,4.15夜徒莲花山公园，打卡“玫瑰园”，感受夜色宁静,https://www.huodongxing.com/event/8593246181300?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月13日10:30,,广东深圳少年宫地铁站-F1口,,,329
115,活动行-生活,户外出游,,,,【特价】探寻江南园林博览园，摄影交友打卡好去处（深圳活动）,https://www.huodongxing.com/event/7591500995012?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月11日14:00,,广东深圳地铁1号线侨城东,,,826
116,活动行-生活,户外出游,,,,【51】探寻隐秘桑洲岛：海岛KTV、荧光晚会、SUP花样浆板、帆船出海、浮潜体验（深圳2天）,https://www.huodongxing.com/event/9595502765112?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月03日08:00,,广东深圳宝安中心地铁站-B口,,,311
117,活动行-生活,户外出游,,,#佛山顺德#逢简水乡#清晖园,1天游【五一节】佛山顺德小周庄逢简水乡、体验乌篷游船、拜访清晖园、美拍网红华盖街、舌尖超赞广东美食之旅、休闲摄影,https://www.huodongxing.com/event/4594014981812?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月01日08:00,,广东深圳白石龙地铁站-B1口,,,530
118,活动行-生活,户外出游,,,#深圳南澳#东西冲穿越#海岸线徒步,1天游【五一节】深圳南澳大鹏半岛、东西冲海岸线穿越、中国十大最美徒步路线之一、观沧海、赏惊涛、重返经典,https://www.huodongxing.com/event/4594013885312?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月01日08:00,,广东深圳深大地铁站-A2口,,,252
119,活动行-生活,户外出游,,,#惠州黑排角#海岸线穿越#徒步,1天游【五一节】惠州黑排角海岸线穿越、漫步无人沙滩捡贝壳、打卡广东版天空之境、赏礁石观巨浪、小众秘境、摄影美拍,https://www.huodongxing.com/event/7594009876312?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月01日08:30,,广东深圳莲花北地铁站-B口,,,273
120,活动行-生活,户外出游,,,#户外#活动,【特价】徒步盐田海滨栈道，看海、听海、玩海（1天）,https://www.huodongxing.com/event/4595218009912?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月04日10:30,,广东深圳盐田区海鲜街18号东煌海鲜酒楼(盐田海鲜街店),,,635
121,活动行-生活,户外出游,,,#深圳第二峰#七娘山徒步#登高看海,1天游【五一节】深圳第二高峰七娘山、登高看海、饱览群山、游览地质公园博物馆、秘境寻踪、探险野趣、健身运动打卡,https://www.huodongxing.com/event/8594532069112?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月03日08:30,,广东深圳莲花北地铁站-B口,,,427
122,活动行-生活,户外出游,,,#佛山顺德#逢简水乡#清晖园,1天游【周末】佛山顺德小周庄逢简水乡、体验乌篷游船、拜访清晖园、美拍网红华盖街、舌尖超赞广东美食之旅、休闲摄影,https://www.huodongxing.com/event/4597610822912?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月15日08:00,,广东深圳白石龙地铁站-B1口,,,127
123,活动行-生活,户外出游,,,,登深圳最高的山梧桐山，自然风光无限好（深圳活动）,https://www.huodongxing.com/event/3594232424212?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月05日10:00,,广东深圳梧桐山南地铁站-D口,,,388
124,活动行-生活,户外出游,,,#惠州罗浮山#飞云顶主峰#精致小团,1天游【五一节】登惠州罗浮山、飞云顶主峰穿越、徒步山野竹林竹海、遇见醉美云海、云雾旋绕、20人精致小团,https://www.huodongxing.com/event/3594008781112?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月01日08:00,,广东深圳莲花北地铁站-B口,,,321
125,活动行-生活,户外出游,,,#美食#摄影#聚会交友,每周末出发2期顺德周庄逢简水乡、舌尖盛宴均安蒸猪、广东四大名园清晖园美食之旅寻梦者户外,https://www.huodongxing.com/event/8595928648112?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月01日09:00,,广东深圳深大地铁站,,,284
126,活动行-生活,户外出游,,,,【每周末】穿越最美海岸线：深圳东西冲，在徒步中交友（1天）,https://www.huodongxing.com/event/4593413460912?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月17日07:30,,广东深圳地铁1号线; 地铁5号线宝安中心,,,720
